label,text
dollarsign.circle.fill,Ambil uang di Atm Bri dan masukin lagi ke Atm bank Jatim
dollarsign.circle.fill,ESN
drop.fill,HAID💃🏼
drop.fill,Laundry
drop.fill,Nyuci baju
drop.fill,minum energen
envelope.fill,Bersurat terkait Lb3
envelope.fill,Email pengajuan Safety atribut WH
envelope.fill,"Kirim nomor PR hella, dioda, VDO"
exclamationmark.triangle.fill,Sholat SUBUH
exclamationmark.triangle.fill,sholat dan baca alquran
figure.walk,Olah raga
figure.walk,Olahraga
figure.walk,beberess
figure.wave,Pakaian
film.fill,Nonton film
flag.fill,Weekly Report to Pak Ishak
flame.fill,Setrika baju suami
folder.fill,Declutter Files
folder.fill,Iket buku
gamecontroller.fill,Main genshin
gamecontroller.fill,Mainan sama Qia
gamecontroller.fill,Temani Main Shidqia
gift.fill,packing
hand.thumbsup.fill,Call mom
hand.thumbsup.fill,Cooking
hare.fill,Bisnis
headphones,Santai sebelum bobok
heart.fill,ASI untuk Arin
heart.fill,Baca Doa
heart.fill,Cuddle
heart.fill,Family Time
heart.fill,Ibadah
heart.fill,Keluar + beliin bapak & ibu barang
heart.fill,Selfcare
heart.fill,Shalat dzuhur
heart.fill,Sholat
heart.fill,Sholat Tahajud
heart.fill,Sholat Tahajud & Hajat
heart.fill,"Skincare, self care"
heart.fill,Temani ibu
heart.fill,We time
heart.fill,sholat dzuhur
heart.fill,sholat subuh
hifispeaker.fill,bersih HP
hourglass,Free time
hourglass,Rileks
house.fill,Beberes
house.fill,Beberes Rumah
house.fill,Bersih - Bersih
house.fill,Bersih2
house.fill,Cleaning Home
house.fill,Dirumah
house.fill,Home
house.fill,Me time 💎
house.fill,Produktif time
house.fill,Pulang
house.fill,Sapu rumah
house.fill,Tidur Siang 😪
house.fill,beres beres
house.fill,bersih lemari kecil
key.fill,Dhuha
key.fill,Ngaji
key.fill,Shalat
key.fill,Shalat jamak
key.fill,Taraweh
key.fill,Zikir
keyboard,Cek Stok Toko
keyboard,Kantor
keyboard,Skripsi
leaf.fill,Main hp
leaf.fill,Sholat Dhuha
lightbulb.fill,Cari ide kreatif terus! Pelajari tentang youtuber gih biar ilmu makin nambah🤗
lightbulb.fill,Hafalan At-Taghabun 11-17✨
mdi.alcohol,Cuci Piring
mdi.alcohol,minum air putih
mdi.bike,Belanja
mdi.bike,Koli ketinggalan SMA
mdi.bike,Sepeda
mdi.bike,olah raga
mdi.birthday,Ambil balon angka di J&T
mdi.birthday,Cari balon angka buat ultah
mdi.couch,Hiburan
mdi.couch,Istirahat
mdi.couch,Kebersihan
mdi.couch,Rehat
mdi.couch,nyapu
mdi.instagram,Kerja
mdi.instagram,Main HP
mdi.instagram,Main hp
mdi.instagram,post spillhere!
mdi.pharmacy,Kontrol Kehamilan
mdi.relax,Cari outfit buat pergi
mdi.relax,Me time
mdi.relax,Mencuci baju
mdi.relax,Resalatul fajr sholat shubuh
mdi.relax,Solat subuh
mdi.running,Berangkat ke RS + kirim paket
mdi.running,Jogging
mdi.running,Lari
mdi.running,Lari pagi
mdi.running,OTW MAGANG
mdi.running,OTW Warehouse with team
mdi.running,Olahraga
mdi.running,Prepare Berangkat Kerja
mdi.running,prepare pulang
mdi.running,skipping
mdi.school,BELAJAR
mdi.school,Belajar
mdi.school,Cpns
mdi.school,Daftar wisuda at SIA
mdi.school,KULIAH
mdi.school,Ke RSAL
mdi.school,Ke kampus
mdi.school,Kuliah Financial Management
mdi.school,Revisian proposal
mdi.school,School
mdi.school,Sekolah
mdi.school,belajar
mdi.school,kelas kimia fisis
mic.fill,Interview ECJ
moon.fill,Sholat Isya'
moon.fill,Sholat Subuh
moon.fill,Sleep Well!
moon.fill,Tidur
moon.fill,Tidur siang
moon.fill,Tidur yang nyenyak❤️
moon.fill,Tidur!!
moon.zzz.fill,SKINCARE & CHILL
moon.zzz.fill,Sleep
moon.zzz.fill,Tidor
moon.zzz.fill,Tidur yang nyenyak❤️
music.mic,Membuat vn an berisi jawaban pertanyaan wawancara seputar olshopku & mengirim ke Lavita
newspaper.fill,Buat literasi
newspaper.fill,Ke Notaris
newspaper.fill,Kerja
newspaper.fill,Selesain rangkuman
newspaper.fill,Skripsian
noun.coffee,Bangunin dan kasi makan arin
noun.coffee,Breakfast
noun.coffee,FREE TIME
noun.coffee,Istirahat
noun.coffee,Lingk time
noun.coffee,Makan
noun.coffee,Minum air putih
noun.coffee,Minum air putih (min 500 ml)
noun.coffee,Ngopi duluuu
noun.coffee,Rehat
noun.coffee,Sarapan
noun.coffee,cuci piring
noun.meal,Berbuka
noun.meal,Breakfast
noun.meal,Diner
noun.meal,Istirahat
noun.meal,Lunch
noun.meal,Makan
noun.meal,Makan Malam
noun.meal,Makan Siang
noun.meal,Makan buah
noun.meal,Makan dn solat
noun.meal,Makan siang
noun.meal,Masak mi & makan
noun.meal,Sahur
noun.meal,Sarapan
noun.meal,Sarapan Pagi
noun.meal,Siapin Makanan buat Mama
noun.meal,makan
noun.meal,sahur
noun.meal,sarapan
number,Progress jual besi tua dan hose scrap
paintbrush.fill,Rapikan tempat baju
paintbrush.pointed.fill,Revisi Cover Cinkia
paperclip,Mandi + prepare kerja
paperplane.fill,Pos berkas wisuda
paperplane.fill,kursus asp
pencil.and.outline,BUAT TUGAS
pencil.and.outline,Ngantor
pencil.and.outline,Revisi Junario
pencil.and.outline,Tulis Blush
pencil.and.outline,buat tugas
person.2.fill,Rapat Akli
person.3.fill,ESN SIDOARJO
person.3.fill,FREE TIME
person.3.fill,Kerkel IBC
person.3.fill,Meeting
person.3.fill,Mendengarkan Kajian
person.3.fill,Sosiologi Bab 1
person.fill,Pray
person.fill,TUGAS
phone.fill,Deep talk
photo.fill,Cetak Label
photo.fill,Foto keripik
pills.fill,Minum jamu
play.rectangle.fill,Konsep Video YouTube
play.rectangle.fill,Nonton drakor
play.rectangle.fill,Script YouTube
printer.fill,Print berkas
questionmark,Free
scanner.fill,Makan
shippingbox.fill,Meja EX Gudang
shippingbox.fill,Prepare Part Arrange Manado untuk schedule Senin 15/11
shippingbox.fill,Prepare arrange Part Luar-BPP
signature,Apply US Freelance
signature,Interview US Freelance
signature,rutinitas pagi
smiley.fill,Cuddle
smiley.fill,Ibadah
smiley.fill,Njemur baju
smiley.fill,Rehat sejenak
smiley.fill,Solat subuh
speedometer,istirahat
star.fill,Kerja ngantor di inbistek
star.fill,Lebaran
star.fill,Shalat isya’
star.fill,Sholat Ashar
star.fill,Sholat Isya
star.fill,Sholat Magrib
star.fill,Sholat Subuh
star.fill,Sholat shubuh + Al Waqiah
star.fill,Sholat subuh
stethoscope,Mengantar mbah kut ke Dr. Dihin
stethoscope,istirahat
stopwatch.fill,BANGUN!
stopwatch.fill,SAHUR!
sun.max.fill,Ashar
sun.max.fill,Duha
sun.max.fill,Dzuhur
sun.max.fill,"Helping home, make your bed"
sun.max.fill,Scripting-Affirmasi Pgi
sun.max.fill,Shalat Dzuhur
sun.max.fill,Shalat Subuh
sun.max.fill,Shalat Tahajud
sunrise.fill,Olahraga work out
text.badge.checkmark,Buat Goals
text.badge.checkmark,CATAT MATERI
text.badge.checkmark,Hukum inter
text.badge.checkmark,IG STORY: Edisi Lebaran
text.badge.checkmark,Make a To do list!
text.badge.checkmark,Morning Routine
text.badge.checkmark,NUGAS
text.badge.checkmark,Packing besok pulang
text.badge.checkmark,Pengajuan Keperluan Gudang
text.badge.checkmark,Susun jadwal belajar
text.badge.checkmark,TUGAS
text.badge.checkmark,create DO KMO email PO yg di share by email 12/11/21
text.badge.checkmark,update out 12 dan 13/11/21 ke OS
text.badge.checkmark,wa bu joffis mengenai dana desa
text.badge.checkmark,روتن ڤاغي
timer,Jeda
timer,Prepare buka
tortoise.fill,Bereskan rumah
tram.fill,Go homie
tram.fill,Ke gramedia
tram.fill,Mudik
trash.fill,Area Depan Warehouse
trash.fill,Area Office
trash.fill,Bersih kamar
trash.fill,Cuci piring
trash.fill,Rapikan Area Pallet Preparation area
trash.fill,Rapikan Gudang
tv.fill,Nonton yt (a day in my life)
tv.fill,PKBJJ
tv.fill,Work
video.fill,KELAS PRAGMATICS ZOOM
video.fill,Kelas Online
wand.and.stars,Bersih-bersih yukk!
wand.and.stars,Rapihkan Baju
wand.and.stars,Skincare
wand.and.stars,body care
wand.and.stars,me time
wifi,Bayar indihome
wifi,Tadarrus
wind,Cuci Baju
wrench.fill,Ganti popok 1
wrench.fill,Ganti popok 2
wrench.fill,Memperbaiki iphone
wrench.fill,nyuruh nopil sekolah
x.squareroot,Belajar
x.squareroot,mtk
zzz,Istirahat
zzz,Take a nap
zzz,Tidur
zzz,Tidur lagi
zzz,Tidur siang
