label,text
bed.double.fill,Hotel Sauce Resort (check-in)
bed.double.fill,Hotel Sauce Resort (check-out)
bed.double.fill,Hotel Suisui / Río Dulce (check-in)
bed.double.fill,Hotel Suisui / Río Dulce (check-out)
bed.double.fill,Ordenar Habitación 
bed.double.fill,Ordenar el cuarto
bed.double.fill,Recoger cuarto
bed.double.fill,Reposo + serie
bed.double.fill,Tender la cama y recoger el cuarto
bed.double.fill,sleepy head 
bed.double.fill,💤 Hora de dormir 
bell.fill,Pedir cita suma + dni electrónico 
bitcoinsign.circle.fill,Pago 
bitcoinsign.circle.fill,call bank about savings
bolt.fill,Estiramiento 
bolt.fill,Nice Nidia/Lore
bolt.fill,Zumo detox low carb
book.fill,Academia 
book.fill,Alistar colegio
book.fill,Ansiedad/orla
book.fill,Classe Libre Romane
book.fill,Contaminación 
book.fill,Deberes 
book.fill,Determinantes de la calidad del aire urbano y respuesta social para afrontar el problema.
book.fill,Dibujar 
book.fill,EXAME MAR E LAIA
book.fill,EXAMEN lengua
book.fill,Ejercicio
book.fill,Español
book.fill,Estudiar
book.fill,Estudiar 
book.fill,Estudiar Geografía y mates 
book.fill,Estudiar lengua 
book.fill,Estudiar presentación 
book.fill,Estudiar soci 
book.fill,Estudiar 🤓
book.fill,Estudio
book.fill,Hacer sobre para mi cartita en predicación 
book.fill,Hacer tarea
book.fill,Hacer tareas cole
book.fill,Informatik 
book.fill,Journal
book.fill,Lectura
book.fill,Lectura 
book.fill,Leer
book.fill,Leer 
book.fill,Leer artículos monografía 
book.fill,Leer currículo CLM
book.fill,Leer el libro 
book.fill,Leer la biblia
book.fill,Leer o estudiar 
book.fill,Leer 📖/ Historia 🔉
book.fill,Libre o lectura 
book.fill,Libro castellano
book.fill,Misa
book.fill,Misa en línea
book.fill,Nutrition hw 
book.fill,Orar
book.fill,PHILOSOPHIE GÉNÉRALE CM
book.fill,Read 
book.fill,Repasar catalán 
book.fill,Retroalimentación 
book.fill,Répétition sans parole
book.fill,School
book.fill,Teoría y Autores Psicoanalíticos 
book.fill,Tiempo libre  
book.fill,Time to read
book.fill,encuadernar cuaderno arts
book.fill,estudiar 
book.fill,leer
book.fill,seguir
bookmark.fill,leer oliver twist 
briefcase.fill,Adelantar trabajo
briefcase.fill,Armar la mochila 
briefcase.fill,Curro
briefcase.fill,Digital Black Swan MYCIO
briefcase.fill,Maleta
briefcase.fill,Trabajar
briefcase.fill,Trabajo
briefcase.fill,Turina
briefcase.fill,Work 
bubble.left.fill,Charla c/ Aye
bubble.left.fill,Descansar 
bubble.left.fill,responder tik toks 
calendar,Agendar Camping Huilo Huilo 
calendar,Armar planning Nomitek
calendar,Calendario NADA
calendar,Cita en placas
calendar,Corte de pelo
calendar,Planificación del dia
calendar,Planning Psicoterapia febrero
calendar,Post de Instagram 
calendar,Schedule meetings angelitos
camera.fill,Celular 
camera.fill,DAR UNHA VOLTA (CT)
camera.fill,Foto sorteo Aliantec
camera.fill,Trabajar
camera.fill,grabar autorretrato 
car.fill,Alcoy 
car.fill,Autoescuela 
car.fill,Car wash 🧽
car.fill,Coche
car.fill,Colectivo a Naciente de Tioyacu
car.fill,Colectivo a Tarapoto 
car.fill,Colectivo a la Laguna Sauce
car.fill,Colectivo a la catarata Ahuashiyacu
car.fill,Colectivo al Mirador Polish
car.fill,Colectivo al hotel
car.fill,Desplazamiento
car.fill,Lavar coche
car.fill,Llevar a mis papás vacuna 
car.fill,Prácticas
car.fill,Recoger a niños en el Colegio
car.fill,Road
car.fill,Subir todo al coche 
car.fill,Taller
car.fill,Taxi a Barranco
car.fill,Taxi a Ittsa
car.fill,Taxi a Jimmy’s
car.fill,Taxi al Circuito Mágico del Agua
car.fill,Taxi al Parque del Amor
car.fill,Taxi al aeropuerto 
car.fill,Taxi al hotel
car.fill,Tiempo de viaje
car.fill,Valencia 
car.fill,drive home
car.fill,drive to school
car.fill,drive to the hospital
cart.fill,COMPRA MERCADONA
cart.fill,Compra Carrefour
cart.fill,Compra Mercadona
cart.fill,Comprar cucos ÚNICO 
cart.fill,Compras
cart.fill,Compras viaje
cart.fill,Hacer de compras
cart.fill,Hacer súper 
cart.fill,Ir al mercado
cart.fill,Ir de compras 
cart.fill,Recoger mercado 
cart.fill,Súper 
cart.fill,Ver ropa
cart.fill,comprar traba grande cuaderno
cart.fill,go to just food + recycle
cart.fill,shop list
cart.fill,ver cascos 350bt
chart.bar.fill,Presupuesto envío Playa
chart.bar.fill,Ropa usada 
chart.pie.fill,Cenar  🥑
chart.pie.fill,Pastilla
chart.pie.fill,Trabajo
chevron.left.slash.chevron.right,Trabajar
cloud.fill,Revisar base de datos
cloud.fill,unwind 
cloud.fog.fill,Preparar Comida
comb.fill,Arréglate 
comb.fill,Echarse  Crema 
comb.fill,Fernanda 
comb.fill,Vestir y peinar Julieta 
comb.fill,Vestirse 
comb.fill,get ready
creditcard.fill,Activar Visa Cero
creditcard.fill,Pagar credit card
creditcard.fill,sacar dinero regalos
custom.cat,Aerosoles
custom.cat,Obstetricia marengo
custom.cat,Paseo 🐶
custom.cat,q
custom.chemistry,Laboratorio
custom.chemistry,Química 
custom.chemistry,Revise
custom.chemistry,Tarea química 
custom.chemistry,school
custom.cooking,Cenar
custom.cooking,Cocinar
custom.cooking,Cocinar 
custom.cooking,Cocinar comida lunes 
custom.cooking,Cocinar la merienda 
custom.cooking,Cocinar mi almuerzo 
custom.cooking,Comida
custom.cooking,Cook for me
custom.cooking,Desayuno con el ñeñe
custom.cooking,Dinner Cooking
custom.cooking,Hacer la comida
custom.cooking,Limpiar y descongelar freezer
custom.cooking,Preparar Desayuno para la Fer
custom.cooking,Preparar lunch
custom.cooking,Snack 
custom.cooking,put your pastries in
custom.dog,Aguantar bien a Byron 
custom.dog,Aguantar bien a Byron /Dog time 
custom.dog,Bajar a Toby 
custom.dog,Cepillar bruster
custom.dog,Comida de ushi 
custom.dog,Diseñar placas adop
custom.dog,Doggies and cats cleaning
custom.dog,Escuelita bbs 
custom.dog,Paris
custom.dog,Paseo con la Cusculina
custom.dog,Paseo flays
custom.dog,Perro caca
custom.dog,Sacar a ushi afuera 
custom.dog,Salir con Güera 
custom.dog,Veterinario vaqui 
custom.dog,ZOO
custom.dog,alimentar bebes
custom.dog,paseo coco y cleo
custom.dumbbell,Allenamento ( glutei )
custom.dumbbell,Apuntarme a boxeo
custom.dumbbell,Baloncesto
custom.dumbbell,Cardio
custom.dumbbell,Clases pilates 
custom.dumbbell,Deporte
custom.dumbbell,Deporte 
custom.dumbbell,Deporte 🤸‍♀️
custom.dumbbell,Dia 19 y 16 de ejercicio
custom.dumbbell,Ejercicio
custom.dumbbell,Ejercicio en casa 
custom.dumbbell,Ejercicio!
custom.dumbbell,Entrenar
custom.dumbbell,Entrenar 
custom.dumbbell,Foam roller
custom.dumbbell,GBODY
custom.dumbbell,GYM
custom.dumbbell,Gimnasio
custom.dumbbell,Gimnasio 
custom.dumbbell,Gym
custom.dumbbell,Gym 
custom.dumbbell,Gym time 🏋🏻‍♀️
custom.dumbbell,Hacer ejercicios
custom.dumbbell,Ir al gym
custom.dumbbell,Ir al gym 
custom.dumbbell,STEP
custom.dumbbell,Stretch
custom.dumbbell,Volley
custom.dumbbell,Work Out
custom.dumbbell,Work out
custom.dumbbell,Workout
custom.dumbbell,Workout 
custom.dumbbell,Yoga
custom.dumbbell,ZUMBA
custom.dumbbell,a fitness bby
custom.dumbbell,abdominalesss
custom.dumbbell,brazosss
custom.dumbbell,deporte 
custom.dumbbell,espalditaa
custom.dumbbell,gym
custom.dumbbell,gym con yuli
custom.dumbbell,hacer ejercicio
custom.dumbbell,piernitasss
custom.dumbbell,workout
custom.dumbbell,workout + meditate 
custom.dumbbell,yoga
custom.dumbbell,Éducation física 
custom.hairdryer,Cepillar pelo  
custom.hairdryer,Corte de Pelo
custom.hairdryer,Get ready
custom.hairdryer,Peinarme
custom.hairdryer,Pelo
custom.hairdryer,Secar pelo 
custom.language,Anglès (pàg. 64-69)
custom.language,C1 mirar apuntes 
custom.language,Duolingo portugués 
custom.language,Dutch
custom.language,Estudiar 
custom.language,Estudiar español
custom.language,Language learning 
custom.language,Lenguaje ruso 
custom.language,Writing inglés 
custom.lipstick,Arréglate 
custom.lipstick,Arréglate con el bolso
custom.lipstick,Limpiar brochas y maquillajes
custom.lipstick,Uñas
custom.razor,Bodycare 
custom.razor,Depilarse 
custom.razor,Foto depilación 
custom.razor,☹️☹️
custom.shower,Adiós pijama
custom.shower,Aseo baño
custom.shower,Aseo matinal 
custom.shower,Bañarme 
custom.shower,Bañarme y alistarme
custom.shower,Bañarse
custom.shower,Bañarse 
custom.shower,Bñarse
custom.shower,D U C H A
custom.shower,Depilarme a epileidi
custom.shower,Ducha + recoger
custom.shower,Ducha cabello
custom.shower,Ducha 🛀
custom.shower,Ducharme 
custom.shower,Ducharme depilarme y uñas
custom.shower,Espejo
custom.shower,Get ready
custom.shower,Limpiar baño
custom.shower,Regar plantas 
custom.shower,Self-care
custom.shower,Shower
custom.shower,Take a shower
custom.shower,Wash bathroom
custom.shower,shower
custom.sit,Asambleas
custom.sit,Descansar
custom.sit,Placard
custom.sit,Reposar 
custom.sit,Reunión Padres William
custom.sit,psiquiatra 
custom.toothbrush,Limpiar salón
custom.toothbrush,Morning skincare
custom.toothbrush,Night routine & plan
custom.toothbrush,Pasar mopa
custom.toothbrush,Rutina wake UP 
custom.toothbrush,getting ready 
desktopcomputer,Bye Rentals
desktopcomputer,CISFA
desktopcomputer,Clase
desktopcomputer,Clase de Innovación
desktopcomputer,Colocar plantas
desktopcomputer,Info intercambio
desktopcomputer,Llamar BBVA
desktopcomputer,Mecanografía 
desktopcomputer,Mira Videos
desktopcomputer,Mockup landing Cionet
desktopcomputer,Oficina 
desktopcomputer,Pedir baja
desktopcomputer,Publicidad Colectiva 
desktopcomputer,"Repasar, adelantar y trabajar"
desktopcomputer,Reporte de lectura CI antes de las 12 am 
desktopcomputer,Reviewprocess
desktopcomputer,Sea Señora 
desktopcomputer,Snack & TV
desktopcomputer,TOKIO (HORARIO DEL MERCADO) 
desktopcomputer,Tarea marketing 
desktopcomputer,Trabajar
desktopcomputer,Trabajo
desktopcomputer,Uni
desktopcomputer,Ver TV 
desktopcomputer,Ver video bioquímica 2 y 3 
desktopcomputer,hacer surf application 
desktopcomputer,vaciar fotos al disco duro
doc.fill, Estudiar “la sociedad española” 
doc.fill,Comunicación
doc.fill,Corregir writings + Mel
doc.fill,Cultura Visual
doc.fill,Enviar a imprimir 
doc.fill,Estudiar
doc.fill,Estudiar “la economía española” 
doc.fill,Hacer Manualidades
doc.fill,Hacer resumen de his.
doc.fill,Hacer valoración crítica 
doc.fill,Historia
doc.fill,Imprimir avaluación
doc.fill,Inglés  
doc.fill,Intro.arte
doc.fill,Leer capítulo 1 histología
doc.fill,Leer libro conducción 
doc.fill,Marcar a las placas
doc.fill,Pagar recibos 
doc.fill,Planificar libro mates 
doc.fill,Recoger resultados 
doc.fill,Repaso 
doc.fill,Resumen fenómenos 
doc.fill,Subir cosas de la u y revisar tareas
doc.fill,Tareas (Jess primero)
doc.fill,Tareas pendientes 
doc.fill,Tareas pendientes (Clínica)
doc.fill,Vocabulario inglés
doc.fill,hacer esquemas C11 y C12
doc.fill,hacer esquemas C13
doc.fill,hacer esquemas C13 y C14
doc.fill,"hacer esquemas C13, C14 y C15"
doc.fill,hacer esquemas C14
doc.fill,"hacer esquemas C14, C15 y C16"
doc.fill,"hacer esquemas C14, C15, C16 y C17"
doc.fill,hacer esquemas C15
doc.fill,hacer esquemas C15 y C16
doc.fill,"hacer esquemas C15, C16 y C17"
doc.fill,hacer esquemas C16
doc.fill,hacer esquemas C16 y C17
doc.fill,hacer esquemas C17
doc.fill,hacer esquemas Teo disñ
doc.richtext,A hacer tareas
doc.richtext,Arreglar doces WxW
doc.richtext,DEBERES
doc.richtext,Esquemas historia del arte 
doc.richtext,Leer info del caso
doc.richtext,Pensiones
doc.richtext,Post CIUQ
doc.richtext,Redactar post PP
doc.richtext,Redactar post febrero Nomitek
doc.richtext,Redes sociales 
doc.richtext,Sacar cita con Dr. Pérez 
doc.richtext,Sistemas Tipográficos
doc.richtext,Start PIR
doc.richtext,Tarea
doc.richtext,Tarea nutrición lunes 24 
doc.richtext,Treball fal·làcies
dollarsign.circle.fill,Activar Visa Cero
dollarsign.circle.fill,Banco
dollarsign.circle.fill,Cambiar euros
dollarsign.circle.fill,Comprar espejo
dollarsign.circle.fill,Cortina chino
dollarsign.circle.fill,Diners 2
dollarsign.circle.fill,Ingreso 1200 NAPROY 
dollarsign.circle.fill,Pagos y Finanzas
dollarsign.circle.fill,Ropa usada 
dollarsign.circle.fill,"Ropa usada, báscula y otras"
drop.fill,Baño 
drop.fill,Bebe agua 
drop.fill,Tomar agua 
drop.fill,Water
ear,Belén 
envelope.fill,Entrega  monografía
envelope.fill,Predicación
envelope.fill,Reunión
exclamationmark.triangle.fill,estudiar examen Teo disñ
eyedropper,Skincare
eyedropper,Skincare 
eyedropper,skincare
eyeglasses,Ir a la biblioteca 
eyeglasses,Partes Franco
eyeglasses,get contacts 
figure.walk,10000 pasos 
figure.walk,Averiguar transporte a Nueva Cajamarca
figure.walk,Cardio
figure.walk,Comprar pasajes a Cocachimba
figure.walk,Dar de alta elephas en imss 
figure.walk,Inicio Nohemi
figure.walk,Ir Johis 
figure.walk,Ir a comprar pintura y jugo
figure.walk,Ir a donde javi
figure.walk,Jugar con liam
figure.walk,Mercado Presidentes
figure.walk,Paseo a coco 
figure.walk,Recoger equipaje del hotel
figure.walk,Salir puntual 
figure.walk,Sexualidad 
figure.walk,Stretch
figure.walk,Trabajar con Jacki 
figure.walk,Trapear
figure.walk,Walk home
figure.walk,pato
figure.wave,Baile
figure.wave,Descanso
figure.wave,🍣 Descanso
film.fill,CA the winter soldier
film.fill,Trabajo Cruz roja
film.fill,entertainment :)
film.fill,leer 
flame.fill,Correr + ducha
flame.fill,Sauna
flame.fill,Tabaco
flame.fill,retirar uñas 
folder.fill,Hacer excel 
folder.fill,Línea del tiempo 
gamecontroller.fill,Jugar con victo 
gamecontroller.fill,Play
gearshape.2.fill,Actualizar llavero iCloud
gearshape.2.fill,"Tiempo libre para estudiar, cosas que hacer o divertirme"
gift.fill,Cena
globe,Español
globe,Historia de las relaciones internacionales
globe,Medio Oriente 
globe,Web CIUQ
guitars,Tocar el violí
hammer.fill,Colocar azulejos cocina
hammer.fill,Cuica - Taller
hammer.fill,Viejo pesao 👿👿👿👿🤡🤡💩
hammer.fill,Work 
hand.thumbsup.fill,Aseo living comedor 
hand.thumbsup.fill,Mantenimiento
hand.thumbsup.fill,Peri
hare.fill,Comprar comida Norberto
hare.fill,Estirar 🪢
hare.fill,Ir al insti
hare.fill,Tiempo Libre 🥳
headphones,Descansar 
headphones,Escuchar podcast 
headphones,Terminar mix/master de Bixnan
headphones,Tiempo libre
headphones,mix/master de Bixnan
heart.fill,Almuerzo con Miamor
heart.fill,Asr 
heart.fill,Awora cita
heart.fill,Cita cabello 
heart.fill,Conocer a Carlos Giacoboni
heart.fill,Desayuno con el ñeñe
heart.fill,Dhuhr
heart.fill,Fajr
heart.fill,Hablar a Luz Maria
heart.fill,Hablar con Toro
heart.fill,Home 🌿
heart.fill,Hora 
heart.fill,Hora  Danelia 
heart.fill,Hora  Dayke 
heart.fill,Hora  Gisell polygel
heart.fill,Hora Felicceta 
heart.fill,Hora Patricia Mejias 
heart.fill,Isha’a
heart.fill,Lucca 
heart.fill,PAPÁ
heart.fill,SUPERMERCADO
heart.fill,Salida con Dani 
heart.fill,Selfcare
heart.fill,Skincare 🤍
heart.fill,Tejer 
heart.fill,Tiempo de Orar 
heart.fill,Time for me
heart.fill,cambiar sabanas
heart.fill,do whatever you want <3
heart.fill,llamar bebé
heart.fill,paint your nails
heart.fill,paint your nails & sort your photos
heart.fill,wish list
hourglass,brain break
hourglass,break
hourglass,normal break
hourglass,normal break & snack
house.fill,Adelantar pendientes casa
house.fill,Arreglar zócalo salido
house.fill,Ayudar en orden
house.fill,Casa
house.fill,Casa Abuela
house.fill,Cuidar Niña
house.fill,Home
house.fill,Juntar cosas Casa 
house.fill,Lavar 
house.fill,Limpiar
house.fill,Limpiar - organizar 
house.fill,Limpiar Heladera
house.fill,Limpiar a fondo
house.fill,Limpiar alfombra
house.fill,Limpias detras de heladera
house.fill,Lubricar Reja
house.fill,Mueble auxiliar sillon
house.fill,Nuevo Imp. Catastral
house.fill,Pago AGuA
house.fill,Podar arbol
house.fill,Poner tapa ciega
house.fill,Recoger
house.fill,Recoger el comedor 
house.fill,Recoger habitacion
house.fill,Recoger habitación 
house.fill,Tapas de luz
house.fill,lavar loza
icloud.and.arrow.up.fill,Mindfulness 
keyboard,Indice - capítulos
keyboard,Leer y subrayar apuntes tecnología
keyboard,Mandar mensajes (cambio de día) 
keyboard,Mandar mensajes de confirmación 
keyboard,Titulo
keyboard,Trabajar
keyboard,Trabajo
keyboard,hablar con abuelo máquina de escribir
leaf.fill,BOTÁNICA: Bloque 5
leaf.fill,Bio 
leaf.fill,C H I L L
leaf.fill,Descansar
leaf.fill,Estudiar 
leaf.fill,Estudiar biologia
leaf.fill,Jugo verde 
leaf.fill,Psicóloga 
leaf.fill,Stretch
leaf.fill,Tomar agua 
leaf.fill,Uber
lightbulb.fill,Escribir
lightbulb.fill,PENSAR posibles
lightbulb.fill,Pensar posibles
lightbulb.fill,preparar clase yoomin 
link,Recoger edredón
location.fill,Lancha al Hotel Sauce Resort
magnifyingglass,Documentos 
magnifyingglass,Preparar bolso 
magnifyingglass,Seminario de Investigación
mdi.airplane.landing,Planear Vacaciones
mdi.airplane.takeoff,BCN - MAD
mdi.airplane.takeoff,Roberto Kiyosaki 
mdi.airplane.takeoff,tarde
mdi.alcohol,Aperitivo Giulia e Lucre 
mdi.alcohol,Lavar trastes 
mdi.bike,exercise bike
mdi.birthday,Cocinaaar 👩🏼‍🍳
mdi.birthday,Comer pastel 
mdi.birthday,Cumpleaños
mdi.buggy,Cuidar al Damián 
mdi.buggy,Cuidar niña
mdi.buggy,Trabajo 
mdi.bus,Agencia Ittsa
mdi.bus,Ir al trabajo 
mdi.bus,Mía se va a la escuelita
mdi.bus,N. Cajamarca → Cocachimba
mdi.bus,Saldré a comer
mdi.bus,Terminal Terrestre La Molina
mdi.bus,Tomar Micro
mdi.bus,Tomar bus 
mdi.bus,Tomar bus a casa
mdi.bus,Viaje 
mdi.bus,go home
mdi.couch,Rest & chill
mdi.gas.station,exame mar 
mdi.instagram,Actividades en la laguna Sauce
mdi.instagram,Bosque de las Nuwas
mdi.instagram,Boutique LASH
mdi.instagram,Catarata Ahuashiyacu
mdi.instagram,Catarata el salto de la Bruja
mdi.instagram,Circuito Mágico del Agua 
mdi.instagram,Estrategia ADS
mdi.instagram,Historia Promo Carlos
mdi.instagram,La Costa Verde
mdi.instagram,Mirador Polish
mdi.instagram,Pasear y hacerse fotos por el lugar
mdi.instagram,Plaza de armas y Chabuca Granda
mdi.instagram,Puente de los Suspiros
mdi.instagram,Subir historias Joyería
mdi.instagram,Trabajo 
mdi.instagram,free time
mdi.mountain,Salida a La Molina
mdi.pharmacy,Chequeos medicos
mdi.pharmacy,Cita en Silao
mdi.pharmacy,Copias vacunación
mdi.pharmacy,Tomar pastilla roja
mdi.pharmacy,Turno con dermatóloga
mdi.pharmacy,Vacunación y placas
mdi.pharmacy,"Vacunación, Azteca y placas"
mdi.pharmacy,book xray
mdi.pharmacy,vitaminas
mdi.relax,Agradecer 🙏🏻
mdi.relax,Descanso
mdi.relax,Estudiar francés 
mdi.relax,LIMPIEZA 
mdi.relax,Mascarilla cara  
mdi.relax,Maureen 
mdi.relax,Meditar 
mdi.relax,Outfit 
mdi.relax,Proteína 
mdi.relax,Se creativo 
mdi.relax,Tai-chi
mdi.relax,Yoga
mdi.running,(DEPORTE) HACER PLANNING FEBRERO
mdi.running,Cambiarme y buscar rutina ejercicio 
mdi.running,Cardio
mdi.running,Comienza el reto 
mdi.running,Correr
mdi.running,Entregar paquete 
mdi.running,Entrenar 
mdi.running,Estiramiento y ejercicio
mdi.running,Ir al colegio 
mdi.running,Sacar Lupín
mdi.running,ejercicio
mdi.running,get ready
mdi.running,workout time
mdi.school,Actividades reli
mdi.school,Avance DN2
mdi.school,Beca UCA
mdi.school,Bienvenida CEU
mdi.school,Castellano
mdi.school,Clase Magistral
mdi.school,Clases
mdi.school,Colegio
mdi.school,Collaborate Diseño
mdi.school,Curso de introducción (ANATO)
mdi.school,Elegir 2 canciones (esp)
mdi.school,Empezar curso marketing 
mdi.school,Escuela
mdi.school,Esencial 2
mdi.school,EstHE
mdi.school,Estudiar
mdi.school,Estudiar resumen libro valen
mdi.school,Examen Dietoterapia 
mdi.school,Filosofía 
mdi.school,Foro nutrición 
mdi.school,Insti
mdi.school,Investigar y hacer el foro 
mdi.school,Leer tema 4 + buscar análisis de txt
mdi.school,Leer y subrayar curriculum 
mdi.school,Maggie school
mdi.school,Organizar escuela 
mdi.school,PHILOSOPHIE GÉNÉRALE CM amphi Chaunu M. Puech
mdi.school,Portafolios
mdi.school,ResSoc
mdi.school,TASCA FINAL prácticas
mdi.school,Tarea de calc
mdi.school,Universidad
mdi.school,empezar con pomodoros biologia
mdi.school,entregar cuaderno arts
mdi.school,estudiar
mdi.school,latin
mdi.school,ler libro psico
mdi.school,period five — free
mdi.school,period four — free
mdi.school,period six — philosophy free
mdi.school,preparar mochila 
mdi.school,repaso bio 
mdi.school,school
mdi.school,school orientation 
mdi.school,school work
mdi.school,school work 
mdi.school,school work + FAFSA
mdi.school,studia
mdi.school,work
mdi.school,𝚂𝚌𝚑𝚘𝚘𝚕
mdi.subway,Ir a la casa 
mdi.subway,Ir a la entrevista
mdi.ticket,San movi 
mdi.twitter,Sesión de Limpieza
mic.fill,Podcasts 
mic.fill,❤︎𝑆𝑒 𝑎𝑐𝑎𝑏𝑜 𝑙𝑎 𝑒𝑠𝑐𝑢𝑒𝑙𝑎❤︎
moon.fill,Buenas noches🤍💤
moon.fill,Duerme bien!
moon.fill,Rutina noche
moon.fill,Sleep Well!
moon.fill,To bed
moon.fill,hora de dormir
moon.fill,¡Despierta!
moon.fill,¡Duerme Bien!
moon.fill,𓇽𝐻𝑂𝑅𝐴 𝐷𝐸 𝐷𝑂𝑅𝑀𝐼𝑅𓇽
moon.zzz.fill,Descanso ☺️
moon.zzz.fill,Dormir
moon.zzz.fill,Dormir 
moon.zzz.fill,Duerme bien!
moon.zzz.fill,Hotel Flamante & Suite
moon.zzz.fill,Hotel Mirador Center
moon.zzz.fill,Hotel Sauce Resort
moon.zzz.fill,Sleep
moon.zzz.fill,잘자
music.mic,Ir a cambiar los audífonos 
music.mic,Telegram
music.mic,grabar regalo pia
music.note,Ensambles (coro)
music.note,Estudiar música 
music.note,ensayar regalo pia
music.note,make music/learn
music.note,piano practice
mustache.fill,Banco
mustache.fill,But hair at Julia’s 
mustache.fill,Buy hair 
mustache.fill,Vestirme 
mustache.fill,play with wardrobe / learn 
mustache.fill,vestirme 
newspaper.fill,Bioquímica 
newspaper.fill,Elaborar materiales post PP
newspaper.fill,Formulario para Kahoot! 
newspaper.fill,Hacer transcripciones 
newspaper.fill,Imprimir etiqueta y plan alimentación 
newspaper.fill,Leer huesos del cráneo 
newspaper.fill,Notaría RC
newspaper.fill,Organizar el día de mañana
newspaper.fill,Ouverture inscription 3ème module 
newspaper.fill,Programar post Nomitek
newspaper.fill,Programar post Ollin
newspaper.fill,Recoger título DAW
newspaper.fill,Tarea mate
newspaper.fill,Tareas
newspaper.fill,Trabajando 
newspaper.fill,Trabajo latín
newspaper.fill,exame mar
newspaper.fill,hacer cuaderno arts
newspaper.fill,hacer dibujos cuaderno
newspaper.fill,hacer esquemas TyH disñ
newspaper.fill,hacer muestrario
newspaper.fill,historia 
newspaper.fill,revisar caste parcial
noun.coffee,Almorzar 
noun.coffee,Breakfast
noun.coffee,Breakfast 
noun.coffee,Café 
noun.coffee,Café y Journal
noun.coffee,Café y descansar
noun.coffee,Cena 
noun.coffee,Comer 
noun.coffee,Darle desayuno a Julieta
noun.coffee,Desayunar
noun.coffee,Desayunar saludable 
noun.coffee,Desayunito gobierno
noun.coffee,Desayuno
noun.coffee,Desayuno 
noun.coffee,Desayuno con maluma
noun.coffee,Desayuno local
noun.coffee,Desayuno 🍌
noun.coffee,Descanso
noun.coffee,Es hora de comer
noun.coffee,L E C H I T A
noun.coffee,Me tomaré un té y descansaré 
noun.coffee,Mercadillo de Tarapoto
noun.coffee,Mercado Central
noun.coffee,Merendar
noun.coffee,Merendar 
noun.coffee,Pastelería Jimmy’s
noun.coffee,Prepara todo
noun.coffee,colación
noun.meal,Almorzar
noun.meal,Almorzar 
noun.meal,Almorzar en el Centro
noun.meal,Almuerzo 
noun.meal,Breakfast
noun.meal,Breakfast 
noun.meal,Brunch Valentina 
noun.meal,C O M E E E E R
noun.meal,Cena
noun.meal,Cena 
noun.meal,Cena - crema calabaza +salmón plancha
noun.meal,Cena kuadrilla
noun.meal,Cenar
noun.meal,Cenar Alicia
noun.meal,Cenar cerca del hotel
noun.meal,Cocinar 
noun.meal,Comer
noun.meal,Comer 
noun.meal,Comer sano + fruta 
noun.meal,Comer 🌮
noun.meal,Comida
noun.meal,Comida 
