label,text
tram.fill,Åka hem
trash.fill,Dammsug
tv.fill,Chilla
tv.fill,Jobba
wand.and.stars,Fixa mig
wand.and.stars,Gör ryggövningar
wand.and.stars,Klä på mig
wand.and.stars,Måla naglarna 
wand.and.stars,Städa rummet
wand.and.stars,fixa dig inför skolan
wind,meditera 🧘🏻‍♀️📿
x.squareroot,Matematik
x.squareroot,Matematik 4
x.squareroot,Matte
x.squareroot,No/Tk dush + rapport
x.squareroot,Plugg: Labbrapport
x.squareroot,Plugga matte
